Partido,Local,Visitante,Temporada,Puntos Local,Puntos Visitante,Puntos en zona Local,Puntos 2a oportunidad Local,Puntos en transición Local,Triples Local,Triples intentados Local,% triples Local,Tiros libres Local,Tiros libres intentados Local,% tiros libres Local,Puntos en zona Visitante,Puntos 2a oportunidad Visitante,Puntos en transición Visitante,Triples Visitante,Triples intentados Visitante,% triples Visitante,Tiros libres Visitante,Tiros libres intentados Visitante,% tiros libres Visitante,Puntos de media distancia Local,Puntos de media distancia Visitante,Puntos en zona Total,Puntos de media distancia Total,Puntos de 3 Total,Puntos tiros libres Total,Puntos en transición Total,Puntos Total,Triples intentados Total,Triples encestados Total
MIN vs. LAL,MIN,LAL,2008,119.0,132.0,46.0,27.0,22.0,4.0,15.0,0.267,33.0,37.0,0.892,50.0,26.0,19.0,10.0,27.0,0.37,26.0,33.0,0.788,36.0,46.0,96.0,82.0,42.0,59.0,41.0,251.0,42.0,14.0
CLE vs. LAC,LAC,CLE,2008,112.0,95.0,36.0,12.0,19.0,14.0,26.0,0.538,14.0,15.0,0.933,28.0,20.0,7.0,11.0,28.0,0.393,14.0,15.0,0.933,48.0,42.0,64.0,90.0,75.0,28.0,26.0,207.0,54.0,25.0
UTA vs. OKC,OKC,UTA,2008,110.0,90.0,42.0,15.0,16.0,7.0,17.0,0.412,15.0,23.0,0.652,48.0,15.0,16.0,2.0,11.0,0.182,20.0,25.0,0.8,46.0,20.0,90.0,66.0,27.0,35.0,32.0,200.0,28.0,9.0
MIA vs. DAL,MIA,DAL,2008,96.0,111.0,38.0,14.0,5.0,5.0,15.0,0.333,21.0,30.0,0.7,38.0,4.0,10.0,7.0,16.0,0.438,10.0,12.0,0.833,32.0,56.0,76.0,88.0,36.0,31.0,15.0,207.0,31.0,12.0
SAS vs. NOH,SAS,NOH,2008,106.0,93.0,38.0,4.0,11.0,9.0,18.0,0.5,13.0,15.0,0.867,48.0,14.0,7.0,6.0,11.0,0.545,7.0,11.0,0.636,46.0,32.0,86.0,78.0,45.0,20.0,18.0,199.0,29.0,15.0
PHI vs. NJN,,,2008,83.0,85.0,,,,5.0,17.0,0.294,24.0,32.0,0.75,,,,5.0,14.0,0.357,14.0,20.0,0.7,,,,,30.0,38.0,,168.0,31.0,10.0
MEM vs. LAL,LAL,MEM,2008,98.0,115.0,66.0,18.0,10.0,6.0,11.0,0.545,14.0,21.0,0.667,42.0,12.0,16.0,4.0,16.0,0.25,23.0,28.0,0.821,12.0,46.0,108.0,58.0,30.0,37.0,26.0,213.0,27.0,10.0
POR vs. UTA,UTA,POR,2008,122.0,108.0,42.0,13.0,10.0,10.0,20.0,0.5,26.0,36.0,0.722,56.0,17.0,15.0,5.0,20.0,0.25,29.0,37.0,0.784,44.0,18.0,98.0,62.0,45.0,55.0,25.0,230.0,40.0,15.0
MIL vs. ATL,ATL,MIL,2008,110.0,107.0,38.0,18.0,25.0,7.0,13.0,0.538,27.0,30.0,0.9,52.0,6.0,12.0,11.0,24.0,0.458,22.0,27.0,0.815,38.0,22.0,90.0,60.0,54.0,49.0,37.0,217.0,37.0,18.0
HOU vs. GSW,HOU,GSW,2008,110.0,93.0,48.0,25.0,10.0,7.0,18.0,0.389,23.0,32.0,0.719,22.0,11.0,5.0,6.0,15.0,0.4,19.0,23.0,0.826,32.0,46.0,70.0,78.0,39.0,42.0,15.0,203.0,33.0,13.0
WAS vs. LAC,LAC,WAS,2008,106.0,94.0,36.0,9.0,13.0,6.0,11.0,0.545,24.0,31.0,0.774,38.0,21.0,16.0,11.0,26.0,0.423,15.0,18.0,0.833,40.0,30.0,74.0,70.0,51.0,39.0,29.0,200.0,37.0,17.0
TOR vs. ORL,ORL,TOR,2008,90.0,113.0,40.0,22.0,11.0,2.0,11.0,0.182,18.0,19.0,0.947,30.0,13.0,5.0,13.0,30.0,0.433,22.0,29.0,0.759,30.0,48.0,70.0,78.0,45.0,40.0,16.0,203.0,41.0,15.0
BOS vs. MIN,MIN,BOS,2008,109.0,101.0,44.0,8.0,12.0,5.0,15.0,0.333,24.0,30.0,0.8,52.0,17.0,16.0,5.0,18.0,0.278,20.0,23.0,0.87,36.0,24.0,96.0,60.0,30.0,44.0,28.0,210.0,33.0,10.0
DET vs. CLE,DET,CLE,2008,80.0,90.0,30.0,12.0,12.0,2.0,9.0,0.222,14.0,18.0,0.778,30.0,10.0,11.0,7.0,15.0,0.467,13.0,21.0,0.619,34.0,40.0,60.0,74.0,27.0,27.0,23.0,170.0,24.0,9.0
NOH vs. POR,NOH,POR,2008,89.0,97.0,50.0,8.0,17.0,5.0,19.0,0.263,16.0,20.0,0.8,48.0,11.0,11.0,4.0,13.0,0.308,17.0,19.0,0.895,18.0,28.0,98.0,46.0,27.0,33.0,28.0,186.0,32.0,9.0
MIA vs. LAC,MIA,LAC,2008,119.0,95.0,42.0,12.0,16.0,9.0,16.0,0.563,20.0,26.0,0.769,24.0,11.0,21.0,6.0,22.0,0.273,19.0,20.0,0.95,48.0,46.0,66.0,94.0,45.0,39.0,37.0,214.0,38.0,15.0
NYK vs. LAL,LAL,NYK,2008,117.0,126.0,56.0,10.0,16.0,7.0,27.0,0.259,28.0,33.0,0.848,52.0,17.0,6.0,7.0,16.0,0.438,31.0,36.0,0.861,26.0,36.0,108.0,62.0,42.0,59.0,22.0,243.0,43.0,14.0
WAS vs. MEM,MEM,WAS,2008,97.0,113.0,50.0,18.0,20.0,6.0,18.0,0.333,17.0,26.0,0.654,40.0,19.0,4.0,7.0,14.0,0.5,26.0,33.0,0.788,24.0,40.0,90.0,64.0,39.0,43.0,24.0,210.0,32.0,13.0
ORL vs. DAL,DAL,ORL,2008,95.0,105.0,34.0,12.0,12.0,3.0,20.0,0.15,22.0,30.0,0.733,44.0,12.0,14.0,5.0,14.0,0.357,22.0,25.0,0.88,36.0,34.0,78.0,70.0,24.0,44.0,26.0,200.0,34.0,8.0
UTA vs. CHA,CHA,UTA,2008,105.0,86.0,26.0,9.0,2.0,5.0,13.0,0.385,26.0,35.0,0.743,42.0,18.0,8.0,6.0,15.0,0.4,12.0,20.0,0.6,48.0,26.0,68.0,74.0,33.0,38.0,10.0,191.0,28.0,11.0
PHX vs. SAC,PHX,SAC,2008,129.0,81.0,64.0,20.0,30.0,6.0,14.0,0.429,33.0,40.0,0.825,34.0,13.0,16.0,6.0,16.0,0.375,13.0,18.0,0.722,26.0,28.0,98.0,54.0,36.0,46.0,46.0,210.0,30.0,12.0
GSW vs. SAS,SAS,GSW,2008,105.0,110.0,60.0,21.0,17.0,5.0,13.0,0.385,12.0,18.0,0.667,50.0,9.0,22.0,3.0,13.0,0.231,25.0,34.0,0.735,28.0,32.0,110.0,60.0,24.0,37.0,39.0,215.0,26.0,8.0
IND vs. MIN,IND,MIN,2008,111.0,116.0,34.0,7.0,10.0,11.0,24.0,0.458,20.0,29.0,0.69,40.0,24.0,10.0,11.0,23.0,0.478,21.0,22.0,0.955,46.0,44.0,74.0,90.0,66.0,41.0,20.0,227.0,47.0,22.0
CLE vs. TOR,CLE,TOR,2008,101.0,83.0,34.0,11.0,10.0,11.0,24.0,0.458,20.0,22.0,0.909,30.0,11.0,9.0,1.0,12.0,0.083,20.0,26.0,0.769,36.0,32.0,64.0,68.0,36.0,40.0,19.0,184.0,36.0,12.0
NJN vs. MIL,MIL,NJN,2008,99.0,85.0,24.0,11.0,15.0,10.0,20.0,0.5,21.0,24.0,0.875,34.0,8.0,6.0,7.0,19.0,0.368,24.0,34.0,0.706,44.0,20.0,58.0,64.0,51.0,45.0,21.0,184.0,39.0,17.0
PHI vs. BOS,,,2008,99.0,100.0,,,,1.0,8.0,0.125,24.0,28.0,0.857,,,,4.0,13.0,0.308,14.0,16.0,0.875,,,,,15.0,38.0,,199.0,21.0,5.0
DEN vs. SAS,DEN,SAS,2008,104.0,96.0,40.0,17.0,18.0,5.0,16.0,0.313,31.0,37.0,0.838,34.0,19.0,17.0,9.0,25.0,0.36,9.0,14.0,0.643,28.0,44.0,74.0,72.0,42.0,40.0,35.0,200.0,41.0,14.0
HOU vs. CHI,CHI,HOU,2008,107.0,100.0,38.0,19.0,14.0,6.0,20.0,0.3,27.0,30.0,0.9,48.0,19.0,2.0,5.0,15.0,0.333,17.0,28.0,0.607,36.0,30.0,86.0,66.0,33.0,44.0,16.0,207.0,35.0,11.0
OKC vs. DEN,,,2008,113.0,114.0,,,,6.0,16.0,0.375,23.0,31.0,0.742,,,,6.0,9.0,0.667,14.0,19.0,0.737,,,,,36.0,37.0,,227.0,25.0,12.0
DAL vs. POR,DAL,POR,2008,104.0,99.0,46.0,11.0,25.0,5.0,14.0,0.357,13.0,14.0,0.929,42.0,8.0,23.0,8.0,13.0,0.615,17.0,19.0,0.895,40.0,32.0,88.0,72.0,39.0,30.0,48.0,203.0,27.0,13.0
DET vs. MIA,DET,MIA,2008,93.0,90.0,28.0,14.0,14.0,8.0,14.0,0.571,15.0,23.0,0.652,34.0,16.0,16.0,7.0,16.0,0.438,19.0,24.0,0.792,42.0,30.0,62.0,72.0,45.0,34.0,30.0,183.0,30.0,15.0
WAS vs. NJN,WAS,NJN,2008,88.0,115.0,44.0,15.0,10.0,3.0,18.0,0.167,13.0,16.0,0.813,46.0,8.0,9.0,12.0,22.0,0.545,11.0,13.0,0.846,28.0,46.0,90.0,74.0,45.0,24.0,19.0,203.0,40.0,15.0
TOR vs. LAL,LAL,TOR,2008,107.0,115.0,48.0,20.0,19.0,6.0,15.0,0.4,17.0,19.0,0.895,44.0,11.0,11.0,7.0,17.0,0.412,18.0,23.0,0.783,36.0,46.0,92.0,82.0,39.0,35.0,30.0,222.0,32.0,13.0
MEM vs. HOU,MEM,HOU,2008,104.0,93.0,48.0,12.0,10.0,8.0,16.0,0.5,16.0,22.0,0.727,32.0,14.0,13.0,8.0,27.0,0.296,19.0,25.0,0.76,32.0,34.0,80.0,66.0,48.0,35.0,23.0,197.0,43.0,16.0
ORL vs. LAC,ORL,LAC,2008,125.0,96.0,42.0,12.0,19.0,16.0,26.0,0.615,15.0,25.0,0.6,44.0,18.0,15.0,4.0,19.0,0.211,20.0,23.0,0.87,52.0,28.0,86.0,80.0,60.0,35.0,34.0,221.0,45.0,20.0
MIN vs. ATL,ATL,MIN,2008,86.0,94.0,42.0,8.0,15.0,8.0,30.0,0.267,14.0,21.0,0.667,44.0,20.0,10.0,3.0,11.0,0.273,25.0,38.0,0.658,22.0,22.0,86.0,44.0,33.0,39.0,25.0,180.0,41.0,11.0
NYK vs. CLE,NYK,CLE,2008,102.0,107.0,40.0,12.0,6.0,9.0,25.0,0.36,19.0,21.0,0.905,32.0,6.0,3.0,10.0,24.0,0.417,23.0,30.0,0.767,34.0,42.0,72.0,76.0,57.0,42.0,9.0,209.0,49.0,19.0
UTA vs. DAL,DAL,UTA,2008,115.0,87.0,50.0,13.0,15.0,12.0,26.0,0.462,19.0,22.0,0.864,40.0,13.0,18.0,3.0,13.0,0.231,16.0,19.0,0.842,34.0,28.0,90.0,62.0,45.0,35.0,33.0,202.0,39.0,15.0
BOS vs. LAL,,,2008,109.0,110.0,,,,8.0,18.0,0.444,17.0,20.0,0.85,,,,9.0,22.0,0.409,17.0,29.0,0.586,,,,,51.0,34.0,,219.0,40.0,17.0
PHI vs. IND,PHI,IND,2008,99.0,94.0,46.0,12.0,22.0,5.0,12.0,0.417,26.0,34.0,0.765,24.0,15.0,16.0,13.0,34.0,0.382,15.0,17.0,0.882,22.0,42.0,70.0,64.0,54.0,41.0,38.0,193.0,46.0,18.0
SAC vs. UTA,SAC,UTA,2008,107.0,111.0,50.0,13.0,10.0,7.0,24.0,0.292,28.0,39.0,0.718,42.0,11.0,5.0,4.0,13.0,0.308,29.0,37.0,0.784,22.0,36.0,92.0,58.0,33.0,57.0,15.0,218.0,37.0,11.0
PHX vs. GSW,GSW,PHX,2008,115.0,105.0,54.0,17.0,5.0,2.0,4.0,0.5,23.0,31.0,0.742,72.0,10.0,30.0,4.0,14.0,0.286,23.0,29.0,0.793,36.0,6.0,126.0,42.0,18.0,46.0,35.0,220.0,18.0,6.0
IND vs. ORL,ORL,IND,2008,107.0,102.0,28.0,10.0,9.0,9.0,24.0,0.375,28.0,31.0,0.903,28.0,7.0,15.0,11.0,32.0,0.344,21.0,33.0,0.636,42.0,42.0,56.0,84.0,60.0,49.0,24.0,209.0,56.0,20.0
NYK vs. BOS,BOS,NYK,2008,100.0,110.0,50.0,5.0,12.0,12.0,31.0,0.387,12.0,18.0,0.667,40.0,11.0,16.0,7.0,16.0,0.438,23.0,30.0,0.767,26.0,40.0,90.0,66.0,57.0,35.0,28.0,210.0,47.0,19.0
CHA vs. ATL,ATL,CHA,2008,97.0,102.0,32.0,17.0,13.0,6.0,19.0,0.316,23.0,28.0,0.821,34.0,17.0,2.0,10.0,18.0,0.556,30.0,39.0,0.769,36.0,28.0,66.0,64.0,48.0,53.0,15.0,199.0,37.0,16.0
WAS vs. DEN,WAS,DEN,2008,103.0,124.0,42.0,13.0,6.0,8.0,18.0,0.444,25.0,28.0,0.893,56.0,15.0,27.0,7.0,15.0,0.467,19.0,22.0,0.864,28.0,42.0,98.0,70.0,45.0,44.0,33.0,227.0,33.0,15.0
MEM vs. LAC,MEM,LAC,2008,105.0,126.0,60.0,6.0,18.0,5.0,14.0,0.357,26.0,34.0,0.765,36.0,16.0,18.0,16.0,29.0,0.552,18.0,28.0,0.643,14.0,56.0,96.0,70.0,63.0,44.0,36.0,231.0,43.0,21.0
NJN vs. DEN,NJN,DEN,2008,114.0,70.0,40.0,12.0,22.0,8.0,22.0,0.364,32.0,41.0,0.78,26.0,7.0,5.0,4.0,15.0,0.267,14.0,23.0,0.609,34.0,26.0,66.0,60.0,36.0,46.0,27.0,184.0,37.0,12.0
DAL vs. CHI,DAL,CHI,2008,115.0,114.0,40.0,10.0,20.0,7.0,17.0,0.412,18.0,22.0,0.818,40.0,17.0,17.0,10.0,17.0,0.588,18.0,24.0,0.75,50.0,46.0,80.0,96.0,51.0,36.0,37.0,229.0,34.0,17.0
MEM vs. TOR,TOR,MEM,2008,78.0,70.0,22.0,7.0,5.0,5.0,17.0,0.294,13.0,17.0,0.765,42.0,10.0,8.0,5.0,23.0,0.217,19.0,21.0,0.905,38.0,4.0,64.0,42.0,30.0,32.0,13.0,148.0,40.0,10.0
MIL vs. DET,,,2008,121.0,126.0,,,,6.0,17.0,0.353,33.0,41.0,0.805,,,,10.0,18.0,0.556,26.0,28.0,0.929,,,,,48.0,59.0,,247.0,35.0,16.0
HOU vs. MIN,MIN,HOU,2008,107.0,90.0,30.0,16.0,8.0,9.0,19.0,0.474,14.0,17.0,0.824,52.0,15.0,15.0,9.0,25.0,0.36,11.0,16.0,0.688,54.0,18.0,82.0,72.0,54.0,25.0,23.0,197.0,44.0,18.0
PHI vs. MIA,MIA,PHI,2008,94.0,84.0,38.0,11.0,6.0,4.0,14.0,0.286,30.0,36.0,0.833,34.0,6.0,12.0,3.0,19.0,0.158,13.0,20.0,0.65,22.0,34.0,72.0,56.0,21.0,43.0,18.0,178.0,33.0,7.0
ATL vs. LAC,ATL,LAC,2008,97.0,121.0,36.0,11.0,27.0,7.0,16.0,0.438,24.0,32.0,0.75,54.0,17.0,18.0,11.0,22.0,0.5,12.0,17.0,0.706,30.0,44.0,90.0,74.0,54.0,36.0,45.0,218.0,38.0,18.0
NOH vs. MIN,MIN,NOH,2008,101.0,97.0,38.0,13.0,9.0,3.0,15.0,0.2,32.0,39.0,0.821,36.0,7.0,14.0,8.0,27.0,0.296,15.0,21.0,0.714,28.0,38.0,74.0,66.0,33.0,47.0,23.0,198.0,42.0,11.0
DET vs. PHX,PHX,DET,2008,97.0,107.0,66.0,22.0,31.0,6.0,16.0,0.375,19.0,24.0,0.792,26.0,21.0,13.0,4.0,11.0,0.364,21.0,30.0,0.7,6.0,56.0,92.0,62.0,30.0,40.0,44.0,204.0,27.0,10.0
CLE vs. LAL,LAL,CLE,2008,91.0,101.0,62.0,17.0,12.0,11.0,23.0,0.478,12.0,19.0,0.632,24.0,19.0,5.0,3.0,20.0,0.15,12.0,16.0,0.75,6.0,62.0,86.0,68.0,42.0,24.0,17.0,192.0,43.0,14.0
BOS vs. SAS,BOS,SAS,2008,99.0,105.0,58.0,12.0,16.0,3.0,11.0,0.273,8.0,11.0,0.727,38.0,15.0,12.0,8.0,21.0,0.381,19.0,21.0,0.905,30.0,40.0,96.0,70.0,33.0,27.0,28.0,204.0,32.0,11.0
WAS vs. IND,WAS,IND,2008,119.0,117.0,34.0,13.0,11.0,10.0,17.0,0.588,27.0,33.0,0.818,42.0,13.0,14.0,9.0,24.0,0.375,30.0,32.0,0.938,48.0,36.0,76.0,84.0,57.0,57.0,25.0,236.0,41.0,19.0
GSW vs. UTA,GSW,UTA,2008,116.0,96.0,50.0,7.0,32.0,6.0,13.0,0.462,28.0,34.0,0.824,42.0,13.0,18.0,5.0,19.0,0.263,25.0,30.0,0.833,32.0,24.0,92.0,56.0,33.0,53.0,50.0,212.0,32.0,11.0
MIA vs. CHA,CHA,MIA,2008,96.0,92.0,38.0,9.0,9.0,7.0,17.0,0.412,5.0,12.0,0.417,42.0,9.0,9.0,10.0,21.0,0.476,6.0,12.0,0.5,46.0,34.0,80.0,80.0,51.0,11.0,18.0,188.0,38.0,17.0
OKC vs. SAC,SAC,OKC,2008,116.0,113.0,40.0,8.0,13.0,4.0,11.0,0.364,22.0,28.0,0.786,54.0,18.0,15.0,12.0,18.0,0.667,13.0,16.0,0.813,50.0,34.0,94.0,84.0,48.0,35.0,28.0,229.0,29.0,16.0
MEM vs. NOH,MEM,NOH,2008,85.0,80.0,42.0,23.0,20.0,3.0,15.0,0.2,26.0,35.0,0.743,28.0,8.0,7.0,7.0,25.0,0.28,21.0,22.0,0.955,14.0,24.0,70.0,38.0,30.0,47.0,27.0,165.0,40.0,10.0
PHI vs. PHX,PHI,PHX,2008,108.0,91.0,54.0,22.0,19.0,4.0,16.0,0.25,24.0,28.0,0.857,60.0,23.0,14.0,3.0,14.0,0.214,16.0,20.0,0.8,26.0,12.0,114.0,38.0,21.0,40.0,33.0,199.0,30.0,7.0
MIL vs. HOU,HOU,MIL,2008,124.0,112.0,24.0,23.0,6.0,10.0,20.0,0.5,20.0,26.0,0.769,42.0,16.0,16.0,12.0,26.0,0.462,38.0,43.0,0.884,70.0,20.0,66.0,90.0,66.0,58.0,22.0,236.0,46.0,22.0
MIN vs. TOR,TOR,MIN,2008,102.0,110.0,40.0,10.0,10.0,7.0,27.0,0.259,19.0,23.0,0.826,44.0,13.0,12.0,7.0,16.0,0.438,17.0,18.0,0.944,36.0,42.0,84.0,78.0,42.0,36.0,22.0,212.0,43.0,14.0
NJN vs. SAS,SAS,NJN,2008,93.0,108.0,40.0,11.0,4.0,4.0,14.0,0.286,7.0,9.0,0.778,40.0,14.0,7.0,8.0,18.0,0.444,18.0,20.0,0.9,42.0,42.0,80.0,84.0,36.0,25.0,11.0,201.0,32.0,12.0
CHI vs. DET,,,2008,107.0,102.0,,,,5.0,10.0,0.5,28.0,37.0,0.757,,,,4.0,9.0,0.444,16.0,21.0,0.762,,,,,27.0,44.0,,209.0,19.0,9.0
GSW vs. NYK,GSW,NYK,2008,144.0,127.0,50.0,18.0,32.0,12.0,22.0,0.545,28.0,32.0,0.875,44.0,17.0,15.0,11.0,27.0,0.407,18.0,27.0,0.667,54.0,54.0,94.0,108.0,69.0,46.0,47.0,271.0,49.0,23.0
ATL vs. WAS,WAS,ATL,2008,111.0,90.0,52.0,14.0,22.0,10.0,26.0,0.385,11.0,20.0,0.55,48.0,16.0,14.0,2.0,13.0,0.154,22.0,27.0,0.815,38.0,18.0,100.0,56.0,36.0,33.0,36.0,201.0,39.0,12.0
DAL vs. SAC,SAC,DAL,2008,118.0,100.0,34.0,11.0,18.0,5.0,12.0,0.417,19.0,22.0,0.864,48.0,10.0,26.0,8.0,15.0,0.533,22.0,29.0,0.759,60.0,22.0,82.0,82.0,39.0,41.0,44.0,218.0,27.0,13.0
IND vs. CLE,IND,CLE,2008,96.0,95.0,40.0,11.0,5.0,11.0,23.0,0.478,11.0,15.0,0.733,36.0,12.0,9.0,6.0,21.0,0.286,21.0,29.0,0.724,34.0,32.0,76.0,66.0,51.0,32.0,14.0,191.0,44.0,17.0
MIA vs. DEN,MIA,DEN,2008,82.0,99.0,36.0,14.0,2.0,6.0,20.0,0.3,12.0,16.0,0.75,54.0,14.0,11.0,5.0,21.0,0.238,12.0,14.0,0.857,28.0,28.0,90.0,56.0,33.0,24.0,13.0,181.0,41.0,11.0
DET vs. ATL,DET,ATL,2008,95.0,99.0,48.0,15.0,12.0,5.0,13.0,0.385,12.0,19.0,0.632,28.0,12.0,6.0,4.0,11.0,0.364,19.0,23.0,0.826,30.0,48.0,76.0,78.0,27.0,31.0,18.0,194.0,24.0,9.0
HOU vs. SAC,HOU,SAC,2008,94.0,82.0,36.0,12.0,4.0,9.0,25.0,0.36,17.0,20.0,0.85,38.0,9.0,19.0,3.0,12.0,0.25,15.0,21.0,0.714,32.0,26.0,74.0,58.0,36.0,32.0,23.0,176.0,37.0,12.0
ORL vs. DEN,DEN,ORL,2008,73.0,82.0,20.0,5.0,10.0,9.0,31.0,0.29,22.0,29.0,0.759,18.0,10.0,8.0,5.0,15.0,0.333,23.0,28.0,0.821,22.0,36.0,38.0,58.0,42.0,45.0,18.0,155.0,46.0,14.0
UTA vs. LAL,LAL,UTA,2008,113.0,109.0,60.0,15.0,5.0,6.0,17.0,0.353,25.0,37.0,0.676,52.0,8.0,7.0,5.0,19.0,0.263,20.0,26.0,0.769,22.0,32.0,112.0,54.0,33.0,45.0,12.0,222.0,36.0,11.0
NOH vs. BOS,BOS,NOH,2008,77.0,89.0,38.0,8.0,4.0,2.0,11.0,0.182,23.0,29.0,0.793,32.0,0.0,4.0,2.0,14.0,0.143,17.0,22.0,0.773,14.0,38.0,70.0,52.0,12.0,40.0,8.0,166.0,25.0,4.0
POR vs. OKC,OKC,POR,2008,106.0,92.0,32.0,19.0,15.0,8.0,19.0,0.421,14.0,20.0,0.7,50.0,24.0,15.0,1.0,7.0,0.143,27.0,32.0,0.844,52.0,14.0,82.0,66.0,27.0,41.0,30.0,198.0,26.0,9.0
MIL vs. IND,IND,MIL,2008,122.0,110.0,34.0,12.0,9.0,9.0,14.0,0.643,29.0,41.0,0.707,38.0,11.0,22.0,11.0,28.0,0.393,25.0,27.0,0.926,50.0,36.0,72.0,86.0,60.0,54.0,31.0,232.0,42.0,20.0
PHI vs. MEM,PHI,MEM,2008,91.0,87.0,44.0,8.0,19.0,2.0,11.0,0.182,15.0,24.0,0.625,46.0,14.0,2.0,6.0,16.0,0.375,13.0,16.0,0.813,30.0,22.0,90.0,52.0,24.0,28.0,21.0,178.0,27.0,8.0
CHA vs. WAS,WAS,CHA,2008,101.0,89.0,36.0,8.0,10.0,11.0,27.0,0.407,16.0,21.0,0.762,44.0,13.0,12.0,9.0,18.0,0.5,10.0,13.0,0.769,38.0,26.0,80.0,64.0,60.0,26.0,22.0,190.0,45.0,20.0
LAC vs. NYK,LAC,NYK,2008,128.0,124.0,44.0,14.0,6.0,15.0,37.0,0.405,13.0,18.0,0.722,60.0,18.0,9.0,8.0,33.0,0.242,18.0,22.0,0.818,56.0,38.0,104.0,94.0,69.0,31.0,15.0,252.0,70.0,23.0
GSW vs. POR,POR,GSW,2008,105.0,98.0,48.0,15.0,10.0,4.0,9.0,0.444,39.0,43.0,0.907,36.0,17.0,15.0,6.0,14.0,0.429,14.0,17.0,0.824,14.0,42.0,84.0,56.0,30.0,53.0,25.0,203.0,23.0,10.0
CHI vs. MIA,CHI,MIA,2008,93.0,95.0,42.0,6.0,22.0,1.0,8.0,0.125,30.0,35.0,0.857,42.0,11.0,15.0,7.0,18.0,0.389,12.0,13.0,0.923,20.0,34.0,84.0,54.0,24.0,42.0,37.0,188.0,26.0,8.0
DAL vs. BOS,BOS,DAL,2008,92.0,99.0,44.0,9.0,12.0,7.0,17.0,0.412,21.0,24.0,0.875,30.0,7.0,14.0,3.0,10.0,0.3,26.0,28.0,0.929,20.0,40.0,74.0,60.0,30.0,47.0,26.0,191.0,27.0,10.0
PHX vs. LAC,PHX,LAC,2008,140.0,100.0,90.0,17.0,33.0,4.0,14.0,0.286,24.0,32.0,0.75,32.0,4.0,5.0,13.0,32.0,0.406,15.0,18.0,0.833,22.0,40.0,122.0,62.0,51.0,39.0,38.0,240.0,46.0,17.0
OKC vs. NOH,NOH,OKC,2008,98.0,100.0,32.0,6.0,3.0,6.0,23.0,0.261,20.0,25.0,0.8,46.0,13.0,13.0,8.0,23.0,0.348,14.0,17.0,0.824,40.0,32.0,78.0,72.0,42.0,34.0,16.0,198.0,46.0,14.0
DET vs. MIL,MIL,DET,2008,86.0,92.0,34.0,7.0,13.0,4.0,14.0,0.286,14.0,17.0,0.824,34.0,11.0,11.0,6.0,15.0,0.4,22.0,29.0,0.759,34.0,30.0,68.0,64.0,30.0,36.0,24.0,178.0,29.0,10.0
LAL vs. ATL,LAL,ATL,2008,96.0,83.0,54.0,20.0,11.0,7.0,21.0,0.333,5.0,10.0,0.5,50.0,15.0,15.0,2.0,15.0,0.133,19.0,28.0,0.679,30.0,12.0,104.0,42.0,27.0,24.0,26.0,179.0,36.0,9.0
UTA vs. MEM,MEM,UTA,2008,117.0,99.0,52.0,16.0,13.0,5.0,14.0,0.357,32.0,33.0,0.97,46.0,14.0,16.0,3.0,12.0,0.25,26.0,32.0,0.813,28.0,24.0,98.0,52.0,24.0,58.0,29.0,216.0,26.0,8.0
NYK vs. SAS,NYK,SAS,2008,112.0,107.0,46.0,13.0,10.0,9.0,28.0,0.321,13.0,21.0,0.619,42.0,10.0,6.0,8.0,24.0,0.333,19.0,22.0,0.864,44.0,38.0,88.0,82.0,51.0,32.0,16.0,219.0,52.0,17.0
IND vs. PHI,IND,PHI,2008,100.0,91.0,48.0,11.0,19.0,5.0,17.0,0.294,13.0,17.0,0.765,42.0,8.0,18.0,2.0,15.0,0.133,19.0,29.0,0.655,34.0,28.0,90.0,62.0,21.0,32.0,37.0,191.0,32.0,7.0
ORL vs. CHA,ORL,CHA,2008,107.0,102.0,42.0,17.0,6.0,9.0,24.0,0.375,28.0,37.0,0.757,44.0,18.0,12.0,6.0,17.0,0.353,8.0,17.0,0.471,28.0,44.0,86.0,72.0,45.0,36.0,18.0,209.0,41.0,15.0
HOU vs. NJN,HOU,NJN,2008,114.0,88.0,42.0,20.0,12.0,15.0,29.0,0.517,19.0,23.0,0.826,32.0,2.0,13.0,9.0,15.0,0.6,15.0,18.0,0.833,38.0,32.0,74.0,70.0,72.0,34.0,25.0,202.0,44.0,24.0
CHA vs. IND,IND,CHA,2008,103.0,94.0,52.0,22.0,13.0,8.0,21.0,0.381,27.0,33.0,0.818,44.0,17.0,14.0,5.0,22.0,0.227,13.0,23.0,0.565,16.0,32.0,96.0,48.0,39.0,40.0,27.0,197.0,43.0,13.0
TOR vs. CLE,CLE,TOR,2008,76.0,93.0,34.0,5.0,8.0,4.0,15.0,0.267,10.0,12.0,0.833,28.0,7.0,11.0,2.0,10.0,0.2,11.0,16.0,0.688,28.0,52.0,62.0,80.0,18.0,21.0,19.0,169.0,25.0,6.0
SAC vs. ATL,SAC,ATL,2008,100.0,105.0,36.0,10.0,13.0,7.0,22.0,0.318,19.0,23.0,0.826,42.0,12.0,22.0,9.0,19.0,0.474,22.0,34.0,0.647,38.0,32.0,78.0,70.0,48.0,41.0,35.0,205.0,41.0,16.0
